variant,split,stage,frames,return_rmse,return_accuracy,return_f1,intensity_rmse,intensity_medae,intensity_lpips,intensity_ssim,intensity_psnr,depth_rmse_m,depth_medae_m,depth_lpips,depth_ssim,depth_psnr,cd_m2,point_fscore
hybrid44,development,post_refiner,4,0.178863525390625,0.9547109443954105,0.9677869742685592,0.09521978721022606,0.024789299815893173,0.13657891936600208,0.693127335562299,20.521842801395618,2.5329978466033936,0.033577144145965576,0.06803356390446424,0.8907437135202884,30.08189306817859,0.07743322104215622,0.9341469407081604
hybrid44,train,post_refiner,47,0.08750623337765957,0.9898818801524855,0.9926431961166315,0.06569030976041834,0.016553696423293428,0.10294982188559593,0.8410647562080033,23.66327423288354,1.6526638725970655,0.015046695445446259,0.04408942729710264,0.9638892609676994,33.80843173232733,0.04923081025481224,0.972179114818573
hybrid44_untied,development,post_refiner,4,0.1859130859375,0.9520116210650191,0.9658756842778206,0.09979167021811008,0.026272207964211702,0.14502055943012238,0.6700793674745378,20.122961733292524,2.6701448559761047,0.04462343454360962,0.07265869062393904,0.8828568988933507,29.6346121655523,0.08220755308866501,0.9180399775505066
hybrid44_untied,train,post_refiner,47,0.08699457696143617,0.9900136460661143,0.9927350322057152,0.06514687439862718,0.016824862355009674,0.10340464226108917,0.8410887226539627,23.73366811121162,1.6484307634069564,0.014848600042627213,0.040023581382442025,0.9654740267097591,33.78352819852705,0.04785226657986641,0.9744544625282288
hybrid44_neural,development,post_refiner,4,0.1722412109375,0.9583112680200059,0.9703154832835623,0.09267528913915157,0.023961433675140142,0.14019738137722015,0.7066779453221909,20.738692156919356,2.4455907940864563,0.028370380401611328,0.06223636772483587,0.9020487609583389,30.339453072558438,0.06636149436235428,0.9482793211936951
hybrid44_neural,train,post_refiner,47,0.08762960231050532,0.9898599713307419,0.9926215141809214,0.06664263964333433,0.016996216296436304,0.11043648199832186,0.8347177726580893,23.539263279841407,1.7215794806784772,0.015477700436368902,0.044184963000898664,0.9633401104068524,33.42776533801412,0.051496997475624084,0.970956027507782
