variant,group,frames,return_rmse,return_accuracy,return_f1,intensity_rmse,intensity_medae,intensity_lpips,intensity_ssim,intensity_psnr,depth_rmse_m,depth_medae_m,depth_lpips,depth_ssim,depth_psnr,cd_m2,point_fscore
hybrid44,ema_development,4,0.3160320296883583,0.8931597528684907,0.9253785321904664,0.11887343227863312,0.03199361450970173,0.22332105040550232,0.5396016002950003,18.697752853390288,3.1870376467704773,0.045800983905792236,0.21649122051894665,0.747475891645903,28.07182150567028,0.0780586525797844,0.9318922758102417
hybrid44,raw_development,4,0.315752275288105,0.8923212709620477,0.9247352055762093,0.11948487348854542,0.03220009058713913,0.2198873572051525,0.5392014776509374,18.65741268976312,3.1858193278312683,0.045747995376586914,0.21705246903002262,0.7473193746101402,28.072548534796034,0.07980471849441528,0.9318827986717224
hybrid44,ema_train,47,0.27968483560896934,0.9438936983969002,0.9590148587163672,0.08845485683451308,0.019900311735716273,0.15430715236258,0.7436350521560149,21.171107429943827,2.335590654231132,0.018702892546958113,0.15661691018241516,0.8643769332441484,30.737083881256442,0.05043274909257889,0.970751166343689
hybrid44_untied,ema_development,4,0.31863342225551605,0.8901919682259488,0.9234755039025407,0.12272871658205986,0.03356117568910122,0.2437378503382206,0.5163454584293448,18.38241707914023,3.260658323764801,0.061061739921569824,0.2444804161787033,0.736353907740048,27.87497002037005,0.0800909698009491,0.9169963002204895
hybrid44_untied,raw_development,4,0.3177064061164856,0.8910672256546044,0.9242876422366288,0.12268039956688881,0.033744447864592075,0.24127646908164024,0.5183392552916355,18.383419249349398,3.2600966095924377,0.060981422662734985,0.24358540028333664,0.7383415131613581,27.871922923201442,0.08543224632740021,0.9170099496841431
hybrid44_untied,ema_train,47,0.2767262303448738,0.9471740749782478,0.9613935269490107,0.08644401725936443,0.019874426040877687,0.15110636153753768,0.7513163190680936,21.36069530274854,2.344204344647996,0.01815067707224095,0.14904823526740074,0.8707338967337444,30.684457805379694,0.04987012594938278,0.9731209874153137
hybrid44_neural,ema_development,4,0.3134932890534401,0.8974588114151221,0.928294910691177,0.11627119220793247,0.030701013281941414,0.22209196910262108,0.5559044654455094,18.90028991210594,3.0746702551841736,0.03786343336105347,0.219647366553545,0.7584692532510472,28.370600743118352,0.0678388774394989,0.9463207721710205
hybrid44_neural,raw_development,4,0.31343576312065125,0.8970837010885555,0.9281336085441318,0.11685092747211456,0.03091474063694477,0.22315030172467232,0.5550599982043951,18.853730876143374,3.0755403637886047,0.038208603858947754,0.21944124065339565,0.7581863373917712,28.36226324611148,0.06710799038410187,0.9457530379295349
hybrid44_neural,ema_train,47,0.27988920883929475,0.9434423766689827,0.9586943776119972,0.0893456425438536,0.02050907109329041,0.16458302102190384,0.734874093796231,21.092446707498784,2.4145477071721504,0.019295986662519738,0.1628007393409597,0.8607650823365047,30.444018681413898,0.05304993316531181,0.9696462750434875
