variant,weights,split,frame_id,time,loss,return_rmse,return_accuracy,return_f1,intensity_rmse,intensity_medae,intensity_lpips,intensity_ssim,intensity_psnr,depth_rmse_m,depth_medae_m,depth_lpips,depth_ssim,depth_psnr,cd_m2,point_fscore
hybrid44_neural,ema,development,8130,0.20000000298023224,0.009004143998026848,0.26772651076316833,0.9540894380700206,0.9695027214008618,0.09091727435588837,0.02369028329849243,0.13525396585464478,0.7223957288337298,20.827071883822658,3.0256993770599365,0.03178071975708008,0.11183236539363861,0.865419394338952,28.44528424120646,0.06982265412807465,0.9457590579986572
hybrid44_neural,ema,development,8140,0.4000000059604645,0.008037464693188667,0.268829345703125,0.9549573403942336,0.9698527095148078,0.09121719747781754,0.023153632879257202,0.1294347196817398,0.740203987523859,20.798465329096857,2.5695056915283203,0.02788090705871582,0.10026982426643372,0.8768104289203563,29.864808194026757,0.053504616022109985,0.9624394774436951
hybrid44_neural,ema,development,8150,0.6000000238418579,0.018612269312143326,0.3640109598636627,0.8310973815828184,0.8846076539636597,0.14402803778648376,0.043726541101932526,0.30797484517097473,0.3365911267265159,16.831059051405607,3.628704309463501,0.057482242584228516,0.32510828971862793,0.6178988122161994,26.866768193243825,0.08059246093034744,0.9227288961410522
hybrid44_neural,ema,development,8160,0.800000011920929,0.01535020675510168,0.3534063398838043,0.8496910856134157,0.8892165578853786,0.13892225921154022,0.032233595848083496,0.315704345703125,0.42442701869793326,17.144563384098653,3.0747716426849365,0.03430986404418945,0.34137898683547974,0.6737483775286809,28.30554234399637,0.06743578612804413,0.9543558359146118
hybrid44_neural,raw,development,8130,0.20000000298023224,0.009064563550055027,0.26803895831108093,0.9528979111503383,0.9687109130706691,0.09178745746612549,0.023945987224578857,0.1384781450033188,0.7198916477129473,20.744333486442706,2.9967093467712402,0.03222298622131348,0.11145046353340149,0.8630933779018373,28.528907454885694,0.07013136893510818,0.9459760189056396
hybrid44_neural,raw,development,8140,0.4000000059604645,0.008084101602435112,0.26854464411735535,0.9550603118564284,0.9699562373998131,0.09166419506072998,0.023429006338119507,0.13247284293174744,0.7385397045242158,20.756005611929297,2.6050117015838623,0.027973175048828125,0.09657885879278183,0.8766809934973705,29.745605790366056,0.05698811262845993,0.9628382921218872
hybrid44_neural,raw,development,8150,0.6000000238418579,0.018592698499560356,0.3638390600681305,0.8310091203295087,0.8848459333213047,0.14469458162784576,0.04402604699134827,0.3108028173446655,0.3369799067006519,16.790954876929774,3.613661766052246,0.05819582939147949,0.3277965188026428,0.6195982949117903,26.90284958240186,0.0802353173494339,0.9202269315719604
hybrid44_neural,raw,development,8160,0.800000011920929,0.015383369289338589,0.3533203899860382,0.8493674610179465,0.8890213503847405,0.13925747573375702,0.03225792199373245,0.3108474016189575,0.42482873387976583,17.12362952927171,3.0867786407470703,0.03444242477416992,0.34193912148475647,0.6733726832560871,28.2716901567923,0.061077166348695755,0.9539709687232971
hybrid44_neural,ema,train,8120,0.0,0.006754305213689804,0.261985182762146,0.962165342747867,0.975005830677136,0.08166812360286713,0.022519171237945557,0.1289026290178299,0.7827754184863497,21.758948124094793,2.507399559020996,0.021047115325927734,0.12458203732967377,0.8867002653713598,30.077329109081674,0.0979878157377243,0.9706248044967651
hybrid44_neural,ema,train,8121,0.019999999552965164,0.008009974844753742,0.26790034770965576,0.9576640188290674,0.9720077032310775,0.08736477047204971,0.02392757683992386,0.1324233114719391,0.7498022005094968,21.173273563494636,2.8237500190734863,0.023218631744384766,0.13766467571258545,0.8712212274248453,29.045274814729034,0.0807616263628006,0.9608947038650513
hybrid44_neural,ema,train,8122,0.03999999910593033,0.007287295069545507,0.2653026878833771,0.9589732274198294,0.972833445350321,0.08422758430242538,0.022617237642407417,0.1370367705821991,0.7633512667783049,21.490912839077684,2.639005422592163,0.021554946899414062,0.12774497270584106,0.8805812803029779,29.632994306408,0.05959358811378479,0.970125675201416
hybrid44_neural,ema,train,8123,0.05999999865889549,0.008201807737350464,0.26624754071235657,0.9589438070020594,0.9728038976857492,0.0852922722697258,0.023007765412330627,0.13974377512931824,0.7572689948727542,21.38180611013411,2.8125414848327637,0.030477046966552734,0.1187579482793808,0.8785155953869903,29.079820837434287,0.07805041968822479,0.9412392973899841
hybrid44_neural,ema,train,8124,0.07999999821186066,0.0068548331037163734,0.26032403111457825,0.964754339511621,0.9766216532667239,0.08061875402927399,0.021839596331119537,0.11577597260475159,0.7798682178888802,21.871277987697624,2.6871159076690674,0.020905733108520508,0.1072133332490921,0.8929408476836272,29.476071381327095,0.06563276052474976,0.9712220430374146
hybrid44_neural,ema,train,8125,0.10000000149011612,0.006505169905722141,0.2598209083080292,0.966960870844366,0.9780471117192845,0.0786144956946373,0.021509986370801926,0.12168823927640915,0.7862043367626086,22.089947033053758,2.5701215267181396,0.020141124725341797,0.10133279860019684,0.8989789027187043,29.862726323011852,0.06731362640857697,0.9696428775787354
hybrid44_neural,ema,train,8126,0.11999999731779099,0.006282614544034004,0.25579798221588135,0.9691085613415711,0.9794580847109461,0.07719343155622482,0.020768754184246063,0.11870608478784561,0.797119721617914,22.248392754656695,2.6207168102264404,0.019211769104003906,0.08037541806697845,0.906026388425992,29.69339765488047,0.053468070924282074,0.9716384410858154
